adp[c],35
atp[c],-35
h[c],35
h2o[c],-35
pi[c],35
ala_L[c],-0.587929094
lys_L[c],-0.552717139
leu_L[c],-0.548692117
gly[c],-0.504294479
glu_L[c],-0.387401452
ser_L[c],-0.38585209
val_L[c],-0.385554323
arg_L[c],-0.380279898
thr_L[c],-0.378004154
asn_L[c],-0.323312883
ile_L[c],-0.319812655
gln_L[c],-0.319050964
asp_L[c],-0.261395512
pro_L[m],-0.237850082
phe_L[c],-0.170743308
tyr_L[c],-0.150140949
utp[c],-0.063323025
gtp[c],-0.055966964
trp_L[c],-0.039847484
glygn2[c],-0.034479241
ctp[c],-0.033435283
chsterol[r],-0.029185106
ocdcea[c],-0.028085468
xolest_hs[r],-0.024916714
pchol_hs[c],-0.0228784
datp[c],-0.014557458
dttp[c],-0.014546282
pe_hs[c],-0.018211204
dctp[c],-0.009769617
dgtp[c],-0.009748102
pa_hs[c],-0.010644603
sphmyln_hs[c],-0.010215317
hdca[c],-0.008293228
ps_hs[c],-0.006808448
pail_hs[c],-0.005015895
ocdca[c],-0.004960866
hdcea[c],-0.003315418
lpchol_hs[c],-0.002470334
mag_hs[c],-0.001455891
dag_hs[c],-0.001032166
clpn_hs[c],-0.000624253
